Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Customer Name,Province,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date,Shipping Cost (log),Unit Price (log)
2011-08-23,Low,4.0,8.87,0.09,Regular Air,-5.14,Damala Kotsonis,Newfoundland,Atlantic,Corporate,Office Supplies,Pens & Art Supplies,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Wrap Bag,0.46,2011-09-01,0.9669838461896731,1.0818051703517284
2010-05-17,Low,39.0,173.47,0.05,Regular Air,-4.96,Shui Tom,Alberta,West,Consumer,Office Supplies,Pens & Art Supplies,"Binney & Smith Crayola® Metallic Colored Pencils, 8-Color Set",Wrap Bag,0.52,2010-05-19,1.0750024230289759,1.728109442151599
2011-03-05,High,42.0,163.98,0.01,Regular Air,55.73,Alejandro Grove,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,Wrap Bag,0.44,2011-03-06,0.5306282510621704,1.578978704949392
2010-09-14,Medium,21.0,128.86,0.0,Regular Air,24.53,Lycoris Saunders,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Newell 312,Wrap Bag,0.55,2010-09-16,0.7884573603642702,1.922787731634459
2010-04-08,Not Specified,20.0,238.77,0.02,Regular Air,-78.81,Deborah Brumfield,Yukon,Yukon,Small Business,Office Supplies,Pens & Art Supplies,"Hunt BOSTON® Vista® Battery-Operated Pencil Sharpener, Black",Small Pack,0.58,2010-04-09,2.191653532286764,2.5384474167160302
2010-05-11,Not Specified,16.0,833.9265,0.08,Regular Air,-39.215,Jim Mitchum,Ontario,Ontario,Consumer,Technology,Telephones and Communication,StarTAC 7760,Small Box,0.59,2010-05-12,1.6074359097634274,4.204543354520176
2012-05-21,Medium,32.0,368.18,0.07,Regular Air,-36.78,Brendan Dodson,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Storage & Organization,Portable Personal File Box,Small Box,0.58,2012-05-22,1.75958057086382,2.580974118534234
2010-07-04,High,6.0,34.88,0.06,Regular Air,-18.3425,Justin Knight,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Small Box,0.38,2010-07-06,1.7867469274045107,1.776645831418007
2010-06-19,Medium,46.0,171.48,0.1,Regular Air,66.13,Maria Zettner,Alberta,West,Corporate,Office Supplies,Labels,Avery 506,Small Box,0.39,2010-06-20,0.4054651081081644,1.635105659182678
2009-11-30,Low,3.0,55.17,0.06,Regular Air,46.84,Dionis Lloyd,Quebec,Quebec,Small Business,Furniture,Office Furnishings,"Seth Thomas 13 1/2"" Wall Clock",Small Box,0.54,2009-12-02,1.7967470107390942,2.932792473780117
2009-01-31,Critical,16.0,138.55,0.03,Regular Air,0.8999999999999986,Art Foster,Ontario,Ontario,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Acme® Elite Stainless Steel Scissors,Small Pack,0.59,2009-02-02,1.2919836816486494,2.234306252240751
2009-03-16,High,17.0,357.91,0.04,Regular Air,-52.12,Michael Stewart,British Columbia,West,Small Business,Office Supplies,Pens & Art Supplies,Boston 1730 StandUp Electric Pencil Sharpener,Small Pack,0.59,2009-03-18,2.301584592660462,3.108167702883779
2012-05-04,Low,5.0,14.61,0.03,Regular Air,1.17,Valerie Takahito,Alberta,West,Consumer,Office Supplies,Labels,Avery 504,Small Box,0.36,2012-05-06,0.4054651081081644,1.355835153635182
2012-01-22,Not Specified,23.0,133.69,0.08,Regular Air,-92.23,Todd Boyes,Ontario,Ontario,Small Business,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Small Box,0.36,2012-01-24,2.0980179272527715,1.943048916774281
2010-01-18,High,46.0,1221.47,0.09,Regular Air,-233.14,Sam Craven,Saskachewan,Prarie,Home Office,Office Supplies,Storage & Organization,Eldon Portable Mobile Manager,Medium Box,0.58,2010-01-19,2.7073833121145063,3.3769046890931107
2010-05-29,Low,29.0,157.49,0.09,Regular Air,-58.25,Sara Luxemburg,Yukon,Yukon,Small Business,Office Supplies,Paper,Xerox 1899,Small Box,0.36,2010-06-05,1.7850704810772584,1.9139771019523042
2012-05-17,High,30.0,301.38,0.06,Regular Air,5.08,Natalie Fritzler,Ontario,Ontario,Home Office,Office Supplies,Pens & Art Supplies,Staples Battery-Operated Desktop Pencil Sharpener,Small Pack,0.6,2012-05-19,1.358409157630355,2.4406063908914204
2010-09-23,Low,27.0,1078.49,0.08,Regular Air,252.66,Jack Garza,Nunavut,Nunavut,Corporate,Technology,Computer Peripherals,Fuji 5.2GB DVD-RAM,Small Pack,0.55,2010-09-25,1.095273387402595,3.7367167835280966
2012-10-19,Low,12.0,769.17,0.0,Delivery Truck,-212.01,John Murray,Alberta,West,Small Business,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Jumbo Box,0.61,2012-10-23,3.627269972482245,4.079907514424331
2009-03-01,Critical,13.0,32.37,0.0,Regular Air,-48.55,Denise Monton,Manitoba,Prarie,Home Office,Furniture,Office Furnishings,Eldon® Wave Desk Accessories,Small Box,0.43,2009-03-03,1.8453002361560848,1.1249295969854831
2010-08-17,Not Specified,31.0,633.56,0.09,Regular Air,-158.87,Muhammed MacIntyre,Northwest Territories,Northwest Territories,Small Business,Technology,Computer Peripherals,Microsoft Internet Keyboard,Small Box,0.78,2010-08-19,2.0149030205422647,3.089677886396519
2011-05-20,Medium,9.0,67.46,0.08,Regular Air,-57.53,Brian Dahlen,Saskachewan,Prarie,Small Business,Office Supplies,Paper,Xerox 1997,Small Box,0.37,2011-05-22,2.402430427963762,2.012232791986386
2009-12-24,Not Specified,38.0,281.17,0.01,Regular Air,-78.3725,Steven Roelle,Alberta,West,Small Business,Office Supplies,Binders and Binder Accessories,"Wilson Jones Hanging View Binder, White, 1""",Small Box,0.39,2009-12-25,1.9530276168241771,2.0918640616783932
2012-08-04,Not Specified,15.0,80.61,0.02,Regular Air,-4.715,Claudia Miner,Nunavut,Nunavut,Small Business,Office Supplies,Binders and Binder Accessories,"Wilson Jones 1"" Hanging DublLock® Ring Binders",Small Box,0.37,2012-08-04,1.3837912309017721,1.8373699804801074
2009-08-09,Not Specified,8.0,238.74,0.1,Regular Air,-38.89,Paul Prost,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,"Boston School Pro Electric Pencil Sharpener, 1670",Small Pack,0.58,2009-08-11,2.301584592660462,3.4651107074058083
2009-03-08,Low,33.0,310.44,0.03,Regular Air,-90.21,John Huston,Saskachewan,Prarie,Consumer,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Small Box,0.38,2009-03-08,2.2289385528257473,2.2762411176544437
2012-04-29,High,6.0,120.38,0.09,Regular Air,-29.77,Bill Eplett,Quebec,Quebec,Corporate,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,Small Box,0.58,2012-05-01,1.9906103279732201,3.067122269640664
2010-09-18,Low,22.0,1194.06,0.04,Regular Air,326.97,Mike Gockenbach,Manitoba,Prarie,Consumer,Furniture,Office Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro® Back, 8-1/2x11, 25/Bx",Small Box,0.54,2010-09-25,2.761906873892921,4.020698022053802
2009-08-31,Not Specified,25.0,265.75,0.06,Regular Air,13.9995,Michael Kennedy,Nova Scotia,Atlantic,Corporate,Office Supplies,Binders and Binder Accessories,GBC Imprintable Covers,Small Box,0.36,2009-09-02,1.814824742159051,2.4832385926873033
2012-07-09,High,39.0,272.07,0.02,Regular Air,-206.46,Doug Bickford,Prince Edward Island,Atlantic,Corporate,Office Supplies,Paper,Xerox 1905,Small Box,0.37,2012-07-10,2.355177543113216,2.012232791986386
2009-05-01,Critical,28.0,149.0,0.06,Regular Air,-119.48,Randy Ferguson,Saskachewan,Prarie,Home Office,Office Supplies,Paper,Xerox 1922,Small Box,0.36,2009-05-02,2.1329823086078656,1.7884205679625405
2012-12-15,Not Specified,18.0,71.22,0.04,Regular Air,20.43,Jeremy Pistek,British Columbia,West,Corporate,Office Supplies,Pens & Art Supplies,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,Wrap Bag,0.44,2012-12-17,0.5306282510621704,1.578978704949392
2010-04-18,Not Specified,10.0,315.42,0.1,Regular Air,-41.26,Maria Zettner,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 197,Small Box,0.4,2010-04-18,2.89480635496403,3.4651107074058083
2012-02-15,Low,1.0,13.53,0.07,Regular Air,-6.73,Ben Peterman,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Newell 309,Wrap Bag,0.55,2012-02-17,1.2119409739751128,2.529720665577793
2012-02-02,Low,40.0,66.55,0.01,Regular Air,-15.13,Andrew Allen,British Columbia,West,Corporate,Office Supplies,Pens & Art Supplies,Sanford Pocket Accent® Highlighters,Wrap Bag,0.42,2012-02-07,0.8285518175661483,0.9555114450274365
2010-01-12,Not Specified,3.0,224.74400000000003,0.02,Regular Air,54.59805000000001,Eric Barreto,Ontario,Ontario,Consumer,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Large Box,0.68,2010-01-13,4.248495242049359,4.281791848878036
2011-03-10,Medium,30.0,176.15,0.01,Regular Air,-125.3615,Philip Brown,Prince Edward Island,Atlantic,Corporate,Office Supplies,Binders and Binder Accessories,Avery Durable Poly Binders,Small Box,0.39,2011-03-11,2.0769384114617173,1.8764069432883397
2010-12-05,Not Specified,44.0,1207.4,0.03,Regular Air,-25.23,John Lee,New Brunswick,Atlantic,Corporate,Technology,Computer Peripherals,"Micro Innovations Micro 3000 Keyboard, Black",Small Box,0.75,2010-12-07,1.9300710850255671,3.3072529354856135
2010-01-16,High,26.0,151.05,0.09,Regular Air,-76.1415,Patrick Ryan,Saskachewan,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,Small Box,0.4,2010-01-17,1.8855533485144158,1.916922612182061
2011-05-14,Low,9.0,79.25,0.0,Express Air,-13.25,Jason Gross,Ontario,Ontario,Small Business,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Wrap Bag,0.36,2011-05-21,1.9213246735826988,2.1564025828159643
2012-01-13,Not Specified,21.0,1217.5,0.07,Delivery Truck,-412.36,Peter Fuller,Saskachewan,Prarie,Corporate,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Jumbo Box,0.61,2012-01-14,3.627269972482245,4.079907514424331
2009-03-30,Critical,2.0,29.03,0.01,Regular Air,-11.83,Tom Stivers,Quebec,Quebec,Small Business,Office Supplies,Paper,Xerox 188,Small Box,0.36,2009-04-01,1.7934247485471162,2.5128460184772416
2012-12-01,Not Specified,47.0,316.68,0.06,Regular Air,-161.0,Sandra Glassco,Ontario,Ontario,Home Office,Office Supplies,Paper,Xerox 220,Small Box,0.37,2012-12-03,2.138889000323256,2.012232791986386
2009-10-09,Critical,25.0,901.32,0.1,Express Air,338.01,Allen Armold,New Brunswick,Atlantic,Home Office,Office Supplies,Paper,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Wrap Bag,0.38,2009-10-11,1.8050046959780757,3.6620219999440535
2010-02-02,Not Specified,34.0,111.83,0.07,Regular Air,-92.16,Erica Smith,Alberta,West,Small Business,Office Supplies,Pens & Art Supplies,Newell 337,Wrap Bag,0.56,2010-02-03,1.6034198401085373,1.4539530095937054
2009-08-06,High,12.0,115.45,0.07,Regular Air,23.53,Ivan Gibson,Manitoba,Prarie,Corporate,Office Supplies,Paper,Riverleaf Stik-Withit® Designer Note Cubes®,Wrap Bag,0.39,2009-08-07,1.1184149159642893,2.4033349960941885
2011-06-21,High,33.0,221.23,0.02,Regular Air,-45.29,Lycoris Saunders,Saskachewan,Prarie,Home Office,Office Supplies,Paper,Xerox 1977,Small Box,0.37,2011-06-23,1.8245492920510458,2.038619547159581
2009-05-20,Medium,25.0,751.52,0.09,Express Air,67.1075,Duane Huffman,Ontario,Ontario,Small Business,Office Supplies,Binders and Binder Accessories,GBC Wire Binding Strips,Small Box,0.37,2009-05-20,2.611539300721366,3.488597571942989
2009-08-28,Not Specified,33.0,332.95,0.05,Regular Air,-28.16,Heather Jas,British Columbia,West,Corporate,Furniture,Office Furnishings,"Eldon Expressions™ Desk Accessory, Wood Pencil Holder, Oak",Small Box,0.55,2009-08-29,1.9768549529047348,2.365559892155434
2009-09-23,Critical,29.0,575.36,0.1,Regular Air,84.05,Paul Prost,Saskachewan,Prarie,Corporate,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,Small Box,0.57,2009-09-24,1.6074359097634274,3.0572976292121457
2009-05-07,High,27.0,130.49,0.07,Express Air,47.09,Scott Cohen,British Columbia,West,Consumer,Office Supplies,Paper,Wirebound Voice Message Log Book,Wrap Bag,0.39,2009-05-09,0.6312717768418579,1.7509374747077997
2010-08-10,Medium,38.0,871.25,0.06,Regular Air,-14.31,Evan Minnotte,Prince Edward Island,Atlantic,Corporate,Office Supplies,Pens & Art Supplies,Boston KS Multi-Size Manual Pencil Sharpener,Small Pack,0.57,2010-08-12,2.301584592660462,3.177637076851603
2010-08-31,High,37.0,366.84,0.08,Regular Air,-50.1,Trudy Bell,Alberta,West,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Acme® Box Cutter Scissors,Small Pack,0.59,2010-08-31,1.7369512327330598,2.418588768750352
2012-04-15,Critical,9.0,113.89,0.02,Regular Air,-52.25,Mike Caudle,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Small Pack,0.59,2012-04-16,2.301584592660462,2.5384474167160302
2011-06-20,High,38.0,103.07,0.1,Regular Air,-0.9499999999999992,Jack Lebron,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Pens & Art Supplies,Prang Drawing Pencil Set,Wrap Bag,0.45,2011-06-22,0.8501509293696101,1.3297240096314962
2010-01-01,Low,11.0,447.09,0.09,Regular Air,89.03,Susan MacKendrick,Manitoba,Prarie,Corporate,Furniture,Office Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Medium Box,0.76,2010-01-03,2.2679936482244267,3.7452597875500437
2011-06-18,Medium,10.0,236.17,0.09,Delivery Truck,-21.39,Thomas Brumley,Manitoba,Prarie,Consumer,Furniture,Office Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Jumbo Drum,0.62,2011-06-20,2.8142103969306005,3.218475744846861
2009-10-08,Not Specified,16.0,68.04,0.07,Regular Air,-55.522,Pamela Stobb,Quebec,Quebec,Consumer,Office Supplies,Binders and Binder Accessories,Ibico Presentation Index for Binding Systems,Small Box,0.38,2009-10-10,1.8341801851120072,1.6054298910365616
2009-12-30,Low,11.0,45.18,0.1,Express Air,-10.77,Logan Haushalter,Quebec,Quebec,Corporate,Office Supplies,Paper,Unpadded Memo Slips,Wrap Bag,0.35,2010-01-04,1.3787660946990992,1.6054298910365616
2010-02-02,Not Specified,45.0,497.14,0.05,Regular Air,240.41,Claudia Miner,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Small Box,0.35,2010-02-02,0.8712933659434192,2.479894107964456
2009-05-11,Low,14.0,57.28,0.02,Regular Air,7.31,Sara Luxemburg,Nova Scotia,Atlantic,Small Business,Office Supplies,Binders and Binder Accessories,Durable Pressboard Binders,Small Box,0.38,2009-05-15,0.9122827104766162,1.5686159179138452
2009-11-04,Critical,6.0,22.19,0.01,Regular Air,-3.51,Ben Peterman,Nova Scotia,Atlantic,Corporate,Office Supplies,Pens & Art Supplies,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Wrap Bag,0.41,2009-11-06,1.0508216248317612,1.449269160281279
2010-02-25,Not Specified,32.0,383.81,0.03,Regular Air,-21.15,Patrick Jones,New Brunswick,Atlantic,Home Office,Office Supplies,Storage & Organization,Portable Personal File Box,Small Box,0.58,2010-02-27,1.75958057086382,2.580974118534234
2012-05-07,Medium,10.0,50.42,0.06,Regular Air,7.2505,Allen Golden,Ontario,Ontario,Consumer,Office Supplies,Binders and Binder Accessories,Tuff Stuff™ Recycled Round Ring Binders,Small Box,0.36,2012-05-09,0.9122827104766162,1.7613002617433464
2011-08-20,Medium,30.0,306.92,0.05,Regular Air,13.46,Max Jones,Ontario,Ontario,Home Office,Office Supplies,Paper,Xerox 1948,Small Box,0.4,2011-08-23,1.8115620965242347,2.3969857684155302
2011-03-15,High,48.0,294.26,0.0,Express Air,88.8,Sonia Sunley,British Columbia,West,Corporate,Office Supplies,Pens & Art Supplies,Newell 314,Wrap Bag,0.6,2011-03-16,0.5306282510621704,1.884034745337226
2012-08-16,Not Specified,20.0,131.71,0.1,Regular Air,-44.0,Cynthia Arntzen,Saskachewan,Prarie,Small Business,Office Supplies,Paper,Xerox 1994,Small Box,0.37,2012-08-18,1.9080599249242156,2.012232791986386
2010-12-26,Low,25.0,716.99,0.05,Regular Air,174.06,Maribeth Dona,New Brunswick,Atlantic,Home Office,Technology,Computer Peripherals,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Small Pack,0.5,2011-01-17,1.095273387402595,3.43043250693049
2010-01-31,Critical,36.0,78.51,0.09,Regular Air,-10.06,Anthony Rawles,British Columbia,West,Small Business,Office Supplies,Rubber Bands,Advantus Push Pins,Wrap Bag,0.44,2010-02-01,0.8671004876833832,1.1568811967920856
2010-03-09,Medium,25.0,135.91,0.07,Regular Air,37.5,Alex Grayson,Ontario,Ontario,Consumer,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",Wrap Bag,0.4,2010-03-10,0.7929925155296614,1.8991179875485544
2010-08-24,Critical,31.0,341.71,0.04,Regular Air,32.189499999999995,Paul Gonzalez,Prince Edward Island,Atlantic,Corporate,Office Supplies,Binders and Binder Accessories,GBC Imprintable Covers,Small Box,0.36,2010-08-25,1.814824742159051,2.4832385926873033
2009-04-20,Medium,13.0,248.76,0.1,Express Air,35.09,Anthony Rawles,British Columbia,West,Small Business,Office Supplies,Paper,Xerox Blank Computer Paper,Small Box,0.38,2009-04-20,1.9125010869241836,3.043569602968151
2012-05-26,Low,49.0,233.28,0.04,Regular Air,112.35,Harold Engle,Prince Edward Island,Atlantic,Home Office,Office Supplies,Labels,Avery 493,Small Box,0.36,2012-06-02,0.4054651081081644,1.776645831418007
2009-04-22,Medium,18.0,292.11,0.04,Express Air,-91.95,Christine Abelman,New Brunswick,Atlantic,Corporate,Office Supplies,Storage & Organization,"Decoflex Hanging Personal Folder File, Blue",Small Box,0.58,2009-04-23,2.4578779774000807,2.7985001040242823
2011-10-21,High,14.0,321.21,0.04,Regular Air,53.44,Denny Ordway,British Columbia,West,Small Business,Technology,Computer Peripherals,"Memorex 80 Minute CD-R, 30/Pack",Small Pack,0.46,2011-10-23,1.095273387402595,3.177220149599368
2011-11-10,Not Specified,25.0,122.09,0.1,Regular Air,14.11,Olvera Toch,Ontario,Ontario,Home Office,Office Supplies,Paper,Array® Memo Cubes,Wrap Bag,0.36,2011-11-12,1.1118575154181303,1.8213182714695995
2012-10-04,Not Specified,18.0,85.03,0.05,Regular Air,-75.31,Dan Campbell,Nova Scotia,Atlantic,Small Business,Office Supplies,Paper,Xerox 1927,Small Box,0.4,2012-10-04,2.0438143640366846,1.66392609771817
2010-06-14,Critical,5.0,42.89,0.02,Regular Air,-32.48,Doug Bickford,Northwest Territories,Northwest Territories,Corporate,Office Supplies,"Scissors, Rulers and Trimmers","Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",Small Pack,0.58,2010-06-15,2.2375130962503307,2.0592388343623163
2010-04-30,High,17.0,517.98,0.05,Regular Air,-85.32,Julia Dunbar,Alberta,West,Consumer,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Small Box,0.39,2010-05-03,3.0440461338325413,3.4509394735569696
2010-02-27,Critical,35.0,41.23,0.09,Regular Air,-21.51,Mike Kennedy,Nova Scotia,Atlantic,Corporate,Office Supplies,Rubber Bands,Bagged Rubber Bands,Wrap Bag,0.81,2010-02-27,0.5306282510621704,0.8153648132841945
2009-02-25,Low,22.0,1102.3,0.1,Regular Air,98.12,Dan Campbell,Yukon,Yukon,Corporate,Furniture,Office Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",Large Box,0.55,2009-02-27,3.1458749319837103,3.950859029213344
2009-05-20,Medium,36.0,220.48,0.04,Regular Air,81.91,Duane Huffman,Ontario,Ontario,Small Business,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Wrap Bag,0.39,2009-05-23,0.7030975114131134,1.9947003132247452
2012-09-16,Critical,25.0,78.26,0.04,Express Air,35.09,Tanja Norvell,Manitoba,Prarie,Corporate,Office Supplies,Labels,Avery 479,Small Box,0.39,2012-09-18,0.4054651081081644,1.2837077723447896
2009-05-24,Low,22.0,154.6,0.02,Regular Air,-23.53,Vivek Grady,Ontario,Ontario,Home Office,Office Supplies,Paper,Xerox 231,Small Box,0.37,2009-05-28,1.809926773183504,2.012232791986386
2012-03-22,Medium,9.0,20.21,0.0,Regular Air,-5.140499999999999,Roy Phan,Alberta,West,Corporate,Office Supplies,Binders and Binder Accessories,Round Ring Binders,Small Box,0.38,2012-03-24,0.9122827104766162,1.1249295969854831
